0
91.0286
1
3
1
89.1965,0.914151,0,0,0,-0.998822,0.0485184
88.8602,0.881406,0,0,0,-0.998822,0.0485184
88.524,0.848662,0,0,0,-0.998822,0.0485184
88.1877,0.815917,0,0,0,-0.998822,0.0485184
87.8515,0.783172,0,0,0,-0.998822,0.0485184
87.5152,0.750427,0,0,0,-0.998822,0.0485184
87.179,0.717682,0,0,0,-0.998822,0.0485184
86.8427,0.684938,0,0,0,-0.998822,0.0485184
86.5065,0.652193,0,0,0,-0.998822,0.0485184
86.1702,0.619448,0,0,0,-0.998822,0.0485184
85.834,0.586703,0,0,0,-0.998822,0.0485184
85.4977,0.553958,0,0,0,-0.998822,0.0485184
85.1614,0.521214,0,0,0,-0.998822,0.0485184
84.8252,0.488469,0,0,0,-0.998822,0.0485184
84.4889,0.455724,0,0,0,-0.998822,0.0485184
84.1527,0.422979,0,0,0,-0.998822,0.0485184
83.8164,0.390234,0,0,0,-0.998822,0.0485184
83.4802,0.35749,0,0,0,-0.998822,0.0485184
83.1439,0.324745,0,0,0,-0.998822,0.0485184
82.8077,0.292,0,0,0,-0.998822,0.0485184
82.4714,0.259255,0,0,0,-0.998822,0.0485184
82.1352,0.22651,0,0,0,-0.998822,0.0485184
81.7989,0.193766,0,0,0,-0.998822,0.0485184
81.4626,0.161021,0,0,0,-0.998822,0.0485184
81.1264,0.128276,0,0,0,-0.998822,0.0485184
80.7901,0.0955313,0,0,0,-0.998822,0.0485184
80.4539,0.0627865,0,0,0,-0.999019,0.0442863
80.1121,0.0324269,0,0,0,-0.999501,0.0315739
79.7528,0.00970017,0,0,0,-0.999577,0.0290787
79.3897,-0.011439,0,0,0,-0.999586,0.028756
79.0262,-0.0323705,0,0,0,-0.99959,0.0286309
78.6626,-0.0532215,0,0,0,-0.999591,0.0285938
78.2988,-0.0740485,0,0,0,-0.999591,0.0285839
77.9351,-0.0948691,0,0,0,-0.999591,0.0285815
77.5713,-0.115688,0,0,0,-0.999591,0.0285809
77.2075,-0.136507,0,0,0,-0.999591,0.0285808
76.8438,-0.157325,0,0,0,-0.999591,0.0285807
76.48,-0.178144,0,0,0,-0.999591,0.0285807
76.1163,-0.198963,0,0,0,-0.999591,0.0285807
75.7525,-0.219781,0,0,0,-0.999591,0.0285807
75.3887,-0.2406,0,0,0,-0.999591,0.0285807
75.025,-0.261418,0,0,0,-0.999591,0.0285807
74.6612,-0.282237,0,0,0,-0.999591,0.0285807
74.2975,-0.303055,0,0,0,-0.999591,0.0285807
73.9337,-0.323874,0,0,0,-0.999591,0.0285807
73.5699,-0.344693,0,0,0,-0.999591,0.0285807
73.2062,-0.365511,0,0,0,-0.999591,0.0285807
72.8424,-0.38633,0,0,0,-0.99973,0.0232386
72.4815,-0.403119,0,0,0,-0.999985,0.00553555
72.1295,-0.407016,0,0,0,-0.999998,0.00188231
71.7793,-0.408334,0,0,0,-0.999999,0.00114712
71.4295,-0.409137,0,0,0,-1,0.000999896
71.0798,-0.409836,0,0,0,-1,0.000969267
70.7301,-0.410514,0,0,0,-1,0.000965261
70.3804,-0.411189,0,0,0,-1,0.000963706
70.0307,-0.411863,0,0,0,-1,0.000963244
69.6809,-0.412537,0,0,0,-1,0.000963121
69.3312,-0.413211,0,0,0,-1,0.000963091
68.9815,-0.413884,0,0,0,-1,0.000963084
68.6318,-0.414558,0,0,0,-1,0.000963082
68.2821,-0.415232,0,0,0,-1,0.000963081
67.9324,-0.415905,0,0,0,-1,0.000963081
67.5826,-0.416579,0,0,0,-1,0.000963081
67.2329,-0.417253,0,0,0,-1,0.000963081
66.8832,-0.417926,0,0,0,-1,0.000963081
66.5335,-0.4186,0,0,0,-1,0.000963081
66.1838,-0.419273,0,0,0,-1,0.000963081
65.8341,-0.419947,0,0,0,-1,0.000963081
65.4843,-0.420621,0,0,0,-1,0.000963081
65.1346,-0.421294,0,0,0,-1,0.000963081
64.7849,-0.421968,0,0,0,-1,0.000963081
64.4352,-0.422641,0,0,0,-1,0.000963081
64.0855,-0.423315,0,0,0,-1,0.000963081
63.7358,-0.423989,0,0,0,-1,0.000963081
63.386,-0.424662,0,0,0,-1,0.000963081
63.0363,-0.425336,0,0,0,-1,0.000963081
62.6866,-0.426009,0,0,0,-0.999999,0.00138631
62.3366,-0.42698,0,0,0,-0.999992,0.00408037
61.985,-0.429849,0,0,0,-0.999961,0.00886658
61.6305,-0.436137,0,0,0,-0.999943,0.0106538
61.2749,-0.443716,0,0,0,-0.999938,0.0111772
60.9189,-0.451675,0,0,0,-0.999936,0.0113153
60.5629,-0.459734,0,0,0,-0.999936,0.0113496
60.2068,-0.467818,0,0,0,-0.999935,0.0113578
59.8507,-0.475908,0,0,0,-0.999935,0.0113597
59.4947,-0.483999,0,0,0,-0.999935,0.0113601
59.1386,-0.492091,0,0,0,-0.999935,0.0113602
58.7825,-0.500182,0,0,0,-0.999935,0.0113602
58.4264,-0.508274,0,0,0,-0.999935,0.0113602
58.0704,-0.516366,0,0,0,-0.999935,0.0113602
57.7143,-0.524457,0,0,0,-0.999935,0.0113602
57.3582,-0.532549,0,0,0,-0.999935,0.0113602
57.0021,-0.540641,0,0,0,-0.999935,0.0113602
56.6461,-0.548733,0,0,0,-0.999935,0.0113602
56.29,-0.556824,0,0,0,-0.999935,0.0113602
55.9339,-0.564916,0,0,0,-0.999935,0.0113602
55.5778,-0.573008,0,0,0,-0.999935,0.0113602
55.2218,-0.5811,0,0,0,-0.999935,0.0113602
54.8657,-0.589191,0,0,0,-0.999935,0.0113602
54.5096,-0.597283,0,0,0,-0.999935,0.0113602
54.1535,-0.605375,0,0,0,-0.999952,0.00982068
53.7972,-0.612374,0,0,0,-1,1.18706e-05
53.4394,-0.612383,0,0,0,0.999848,0.0174329
53.0789,-0.599807,0,0,0,0.999713,0.0239456
52.7174,-0.582479,0,0,0,0.999666,0.0258525
52.3556,-0.563751,0,0,0,0.999653,0.0263552
51.9936,-0.544655,0,0,0,0.999649,0.0264801
51.6317,-0.525467,0,0,0,0.999649,0.02651
51.2698,-0.506257,0,0,0,0.999648,0.0265169
50.9079,-0.487042,0,0,0,0.999648,0.0265185
50.5459,-0.467826,0,0,0,0.999648,0.0265189
50.184,-0.44861,0,0,0,0.999648,0.0265189
49.8221,-0.429393,0,0,0,0.999648,0.026519
49.4601,-0.410177,0,0,0,0.999648,0.026519
49.0982,-0.39096,0,0,0,0.999648,0.026519
48.7363,-0.371744,0,0,0,0.999648,0.026519
48.3743,-0.352527,0,0,0,0.999648,0.026519
48.0124,-0.333311,0,0,0,0.999648,0.026519
47.6505,-0.314094,0,0,0,0.999648,0.026519
47.2885,-0.294878,0,0,0,0.999648,0.026519
46.9266,-0.275661,0,0,0,0.999648,0.026519
46.5646,-0.256445,0,0,0,0.999708,0.024182
46.2027,-0.238922,0,0,0,0.999957,0.00922178
45.8402,-0.232237,0,0,0,-0.999844,0.0176475
45.4771,-0.24506,0,0,0,-0.999615,0.0277493
45.1137,-0.265254,0,0,0,-0.999528,0.030713
44.7501,-0.287615,0,0,0,-0.999504,0.0314948
44.3866,-0.310548,0,0,0,-0.999498,0.031689
44.0231,-0.333623,0,0,0,-0.999496,0.0317355
43.6595,-0.356733,0,0,0,-0.999496,0.0317463
43.296,-0.37985,0,0,0,-0.999496,0.0317487
42.9324,-0.402969,0,0,0,-0.999496,0.0317493
42.5689,-0.426089,0,0,0,-0.999496,0.0317494
42.2053,-0.449208,0,0,0,-0.999496,0.0317494
41.8418,-0.472328,0,0,0,-0.999496,0.0317494
41.4782,-0.495448,0,0,0,-0.999496,0.0317494
41.1147,-0.518567,0,0,0,-0.999496,0.0317494
40.7512,-0.541687,0,0,0,-0.999496,0.0317494
